status,website,license_validity,official_rep,name,telephone,address,email
Valid License, None,9/29/2017 to 9/29/2019,MARICHU R ANDAMUM,HARD EARNED OPPORTUNITIES INC,09272965546,"UNIT3 SINGALONG TOWNHOMES II 1706 SINGALONG STMALATE, MANILA", None
Delisted,,1/9/1991 to 1/9/1993,MR VIRGILIO D PARAGAS,HARMONY FOUR SHIPPING AGENCY CO INC ,,G/F 605 PINAGPALA BLG LIMBAS ST GATCHALIAN,
Delisted,,4/21/1999 to 4/19/2001,BABY GIRL P MENDOZA,HARMONY INTERNATIONAL MANPOWER CORP. ,4118018,"2F SBC BLG.,396 DEL MONTE AVE SIENNA DISTRICT,QC",
Valid License,www.hartmannph.com,6/22/2016 to 6/21/2020,ALBERTO L. GOMEZ,HARTMANN CREW PHILIPPINES INC (FOR: ASSOCIATED SHIP MANAGEMENT SERVICES),4042780 LOC 113,"U-D&E(GF),3F AND 5F CRI BLG, 665 PRES. QUIRINO AVEMALATE, MANILA",crewing@hartmannph.com
Cancelled, None,10/1/2004 to 3/12/2008,HERNANDO B. DEL CASTLLO,HARVEY MANPOWER SERVICES CORPORATION,562-7650/536-8097,"RM303-305 J&F DIVINO ARCADE961 AURORA BLVDCUBAO, QUEZON CITY",HARVEYPH2000@YAHOO.COM
Valid License, None,8/16/2016 to 8/18/2020,SHARIE R. ALIX,HAVANA INT`L RESOURCES AGENCY CO,(02) 5131662 / 09086990621,"U 402, CAMPOS RUEDA BLG, 101 URBAN AVENUEPIO DEL PILAR, MAKATI",havana2017m@gmail.com
Valid License,www.havillahinternational.com,3/13/2019 to 3/12/2023,ARCELIE CALUMPIT BALLESCA,HAVILLAH INTERNATIONAL MANPOWER SERVICES INC,478-3955/ 893-3331,"UNITS D & E, 1676 DIAN STREETSAN ISIDRO, MAKATI",havillah.intelcor@gmail.com
Cancelled,, to ,MR JAIME ROMERO SALAS,HAWAIIAN DREDGING CONSTRUCTION CORPORATION,,515 PEDRO GIL ST MALATE MANILA,
Cancelled,, to ,MR FERNANDO S CABIGAS,HAWK PLACEMENT AGENCY ,2922280,KM.16 MCARTHUR HI-WAY MALANDAY VALENZUELA M.M.,
Valid License,www.hayyainternational.com,12/16/2018 to 12/15/2022,EMELLINA L EDRES,HAYYA INTERNATIONAL SERVICES CORP (FOR EJ INTL  SVCS ),313-6267/498-2344/ 0916-3090239 (mobile),"MEZZANINE FLR, LIGHT TOWER CTR, 1732 DIAN STPALANAN, MAKATI",hayyainternational@gmail.com
Valid License,N/A,6/28/2015 to 6/27/2019,HERMINIO C BORROMEO,HBO INTERNATIONAL MANPOWER SERVICES,9412160 / 09178540067,"NO 8 GENERAL LUNA ST, BRGY BANABASAN MATEO, RIZAL",hboboss@yahoo.com
Valid License,www.healthcarousel.ph,10/17/2018 to 10/16/2022,CONSORCIA B. DELA CRUZ,HEALTH CAROUSEL PHILIPPINES INC.,4778811 (TRUNKLINE),"8F, JMT CORPORATE COND, ADB AVE, ORTIGAS CENTERPASIG CITY",ph.recruiter@passportusa.com
Cancelled,www.helalmanpower@yahoo.com,4/2/2009 to 4/2/2013,JOSEPHINE C. HELAL,HELAL MANPOWER AGENCY,3108086,"2ND FLOOR, 1680 A. MABINI STMALATE, MANILA",helalmanpower@yahoo.com
Delisted, None,11/30/1999 to 11/28/2001,NOEL G DELIONIO,HELLENIC INTERNATIONAL MANAGEMENT MANILA INC,7344776,"RM 601 M.F. TIAOQUI BLG, PLAZA LACSONSTA. CRUZ, MANILA", None
Cancelled, None,12/14/2001 to 12/13/2003,GERALDINE E ABDUL RAHMAN,HELPING HAND STAFFING MANAGEMENT INC,5233336/ 5230406,"U-A5 5/F SINAGOGA BLDG. SINAGOGA STMALATE, MANILA", None
Cancelled,, to 3/1/1985,MS MARYLOU L TULALIAN,HEMISPHERE CONTRACTORS & MANPOWER GENERAL SERVICES,,RM.313 GUADALUPE COMM`L EDSA GUADALUPE MAKATI,
Delisted,NA,9/2/2007 to 3/1/2008,LEONARDO URIEL V. OBED,HEMISPHERE RECRUITMENT AND PLACEMENT AGENCY,5216145 TELEFAX,1912 SANDEJAS ST.PASAY CITY,NA
Delisted,,4/14/1995 to 4/13/1997,MR PAUL THOMAS,"HENDERSON MARINE SERVICES PHILIPPINES, INC.",8244945 / 8244948,*DESLA BLDG SUN VALLEY DRIVE SUN VALLEY SUBD PQUE,
Valid License, None,5/14/2015 to 5/14/2019,KRISTINE L. BENGA,HENSON INTERNATIONAL HUMAN RESOURCES INC,0916-7002804/ 0929-2868714,"UNITS E & F, PERMARC BLDG, 8219 DR. A. SANTOS AVENPARA�AQUE",henson.intl.ph@gmail.com
Cancelled, None,2/23/2012 to 2/22/2016,MR HERBERT RAYALA,HERBERTS` INTERNATIONAL INC.,5284586 /3137111,"R301&405 ERMITA BUILDING,  ARQUIZA ST COR ALHAMBRAERMITA, MANILA",herbert`sinternationalinc.@gmail.com
Delisted, None,2/9/2002 to 2/8/2004,SONIA M CALLEJA,HERCULES INTERNATIONAL MARINE SERVICES CORPORATION,8297290 / 8297289,**GF & 2F 8145-C DR.SANTOS AVE SUCAT ROAD PQUE MM, None
Delisted,NA,2/12/2004 to 2/12/2008,RICARDO T. MENDOZA JR.,HEROES INTERNATIONAL PLACEMENT AND PROMOTION INC.,537-44-89/90,"2035-C ADRIATICO ST.MALATE, MANILA",NA
Cancelled,, to ,,HEXAGLOBE AGENCY & GENERAL SERVICES , 587766 /  594377,TESORO REALTY BLDG 1335 APT 4 A.MABINI ST ERMITA,
Forever Banned,, to ,MS VIOLETA S FILART,HEXAGLOBE AGENCY & GENERAL SERVICES , 587766 /  594377,TESORO REALTY BLDG 1335 APT 4 A.MABINI ST ERMITA,
Valid License, None,7/29/2018 to 7/28/2022,ANGELICA B AL-KUBAISI,HIBA INTERNATIONAL INC,5368557 / 09182057410,"STE 401,402,403 L&S BLDG 1414 ROXAS BLVDERMITA, MANILA",hibamanila@gmail.com
Delisted, None,10/22/2001 to 10/21/2003,MR RENATO T MADAMBA,HIGH EAGLE INTERNATIONAL SEAFARER AGENCY INC,3030258 TO 60,1991 SINGALONG STREET MALATE MANILA, None
Valid License,N/A,3/23/2015 to 3/23/2019,ADONIS EDWIN M CO,HIGH MARK INTERNATIONAL MANPOWER AGENCY CO,09369937530,"RM 203 (2F) AND RMS 406,407&408, MRS BUILDING 1431ERMITA, MANILA",highmarkinter@yahoo.com.ph
Valid License, None,4/15/2016 to 4/14/2020,MS JENNIE U LIBAO,HIGHWAY MANPOWER SERVICES & PROMOTION INC,5510008,"UPPER BASEMENT B&D, LPL TOWERS, 112 LEGASPI STREETLEGASPI VILLAGE, MAKATI",hr@highwaymanpower.com
Valid License,www.hikarimanpower.com,2/28/2016 to 2/27/2020,ROGELIO T PAMPLIEGA,HIKARI MANAGEMENT INTERNATIONAL INC,211-4223,"9A, A. BONIFACIO ST,  TUAZON SUBD, PAMPLONA ILAS PI�AS",hikarimgt@yahoo.com
Forever Banned,, to 2/7/1986,MR ARMANDO P BILIWANG,HILMAND DEVELOPMENT INTEGRATED SERVICES CORPORATION, 597323 /  597329,1952-A TAFT AVE MALATE MANILA,
Valid License, None,5/27/2016 to 5/26/2020,ELPIDIO JAMORA JR,HIMAWARI INT`L. PROMOTION INC.,8460971/8461559,"UNITS 401 & 402, MJM BLDG., 650 J.P. RIZAL STREETMAKATI",himawariinternational@gmail.com
Delisted,,11/7/2002 to 11/6/2006,MYRNA T. TORRES,HINICHI MANPOWER CORPORATION ,8821902 / 8822430,"3187 KALAYAAN AVE., PINAGKAISAHAN MAKATI CITY",
Delisted, None,11/24/2014 to 11/24/2015,MS HAZEL RAMENTO RABONZA,HIRE & KEEP INTERNATIONAL SERVICES INC,6504080/6504081,UNITS 301 & 302 ORTIGAS BUILDING ORTIGAS AVENUEPASIG CITY, None
Valid License,www.hiroglobal.wixsite.com/hiroglobal,6/22/2015 to 6/21/2019,MS EMILIA B LOPEZ,HIRO GLOBAL MANPOWER INC (FORMERLY HIRO PRODUCTION CENTER),(02) 5535801 / 2982636,"RM 101, G/F, ZEN BLDG, 8352 MAYAPIS STREETSAN ANTONIO VILLAGE, MAKATI",hiroprowrh@yahoo.com.ph
Delisted, None,10/17/2003 to 10/16/2007,JENNIFER S MENDOZA,HIROMEG INTERNATIONAL RECRUITMENT SERVICES,5315588/5348501,2F HIROMEG BLG 157 AGLIPAY OLD ZANIGA MAND.,hiromeginternational@yahoo.com 
Valid License,www.hirotiger.com,10/20/2015 to 10/19/2019,ARTURO Q. ORINA,HIROTIGER INTERNATIONAL AGENCY INC (FORMERLY HIROTIGER INTERNATIONAL AGENCY,734-8853/ 573-8328,"GF STORE 1 & 2F, 1939 SAN MARCELINO STMALATE, MANILA",hirotigeragency_inc@yahoo.com
Delisted,,3/7/1989 to 3/7/1993,MS SITTI ALIYA M MATINGKA,HISHAM GENERAL SERVICES CONTRACTOR ,8105122 / 8105176,2863 FINLANDIA ST MAKATI CITY,
Delisted,,3/11/1988 to 3/11/1990,MR HONORIO L CARLOS,HL CARLOS CONSTRUCTION INC , 859741 / 8214496,39 BONIFACIO ST ARTY SUBD VALENZUELA M.M.,
Valid License,www.hoegh.com.ph,11/18/2016 to 11/17/2020,CAPT DANTE M ELPEDES,HOEGH FLEET SERVICES PHILS INC (FORMERLY HFS PHILIPPINES INC),877-4377/ 8774300,"7F, V-CORPORATE CENTER, 125 L.P. LEVISTE STSALCEDO VILLAGE, MAKATI",hfsp@hoegh.com.ph
Cancelled,NA,9/5/2004 to 3/5/2005,MARCELINA S. VERGARA,"HOLLYWOOD STAFFING, INC.",,"2/F TAN`S BLDG., ST. DOMINGO II,CAPAS, TARLAC",NA
Valid License,www.holycrossplacement.com,10/13/2015 to 10/12/2019,KARISSA PAULA B VITUG,HOLY CROSS PLACEMENT AGENCY INC,633-2322 / 6354886,"88 DETROIT STREET, IMMACULATE CONCEPCIONCUBAO, QUEZON CITY",recruitment@holycrossplacement.com
Delisted,, to 4/3/1988,MR ENRIQUE MUSNGI,HOM INTERNATIONAL SERVICES ,,"JALANDONI BLDG 1444 A.MABINIERMITA, MANILA",
Cancelled, None,7/28/2004 to 7/28/2008,ISA T. TALUMPA,HONEY INTERNATIONAL MANPOWER SERVICES,4009932/4980050,"3F ST. JAMES BLDG, 1928-B L. GUINTO ST.,MALATE, MANILA", None
Cancelled,WWW.HONGKONGFIL1.COM,6/21/2011 to 6/20/2015,MILAGROS B CHAN,HONGKONG FIL INTERNATIONAL CO.,4000540,"R610A & 611 DO�A FELISA SYJUCO BLG  REMEDIOS COR TMALATE, MANILA",HKFIL_MLA@YAHOO.COM/HKFIL1@YAHOO.COM
Valid License,FB Acct HONOR DEPLOYMENT CORP,8/15/2015 to 8/14/2019,RYAN B SUAREZ,HONOR DEPLOYMENT CORPORATION,4041482,"R603&604, JALANDONI BLG, 1444 A MABINI COR R SALASERMITA, MANILA",honordc@yahoo.com
Cancelled, None,10/7/2006 to 10/6/2010,NANCY C BENAVENTE,HOPE INTERNATIONAL MANPOWER SERVICES,450-1525/450-8123/450-1668,"R317,408,1555B,1574D GEDISCO CTR  A.MABINI STERMITA, MANILA",HOPE_IMS2005@YAHOO.COM
Valid License,www.hopewellmanpower.net,8/11/2015 to 8/10/2019,CATHERINE B BAMAHREZ,"HOPEWELL OVERSEAS MANPOWER NETWORK, INCORPORATED",485-0488/ 09178870732,"UNITS 603 & 604, DY INT'L. BUILDING, 1011 GEN MALVMALATE, MANILA",hopewell2004@gmail.com/hopewell04@yahoo.com
Suspended, None,9/1/2016 to 8/31/2020,TONINA A AGOR,HORAS HUMAN RESOURCES & RECRUITMENT AGENCY CORP,5237679,"UNITS 206, 207 & 208, 2F, SUNRISE CENTER, 488 PABLMALATE, MANILA",horasph2012@gmail.com
Valid License,NA,9/23/2006 to 9/22/2009,ERLINDA A. WEBB,HORIZON GLOBAL INTERNATIONAL PERSONNEL & TRAINING CONSULTANCY INC,6347114,RMS A & B 4F AB SANDOVAL BDG  SHAW BLVDPASIG CITY,HORIZON_MANILA@YAHOO.COM
Valid License,www.hrpc.com.ph,9/4/2015 to 9/3/2019,JONNIFER M. LACANLALE,HORIZON RECRUITMENT PACIFIC CORPORATION,727-2157/724-8601 to 06,"R/301&307 RELIANCE HSE 205 EDSA COR. ROCHESTER STGREENHILLS, MANDALUYONG",info@hrpc.com.ph/nurses@hrpc.com.ph
Delisted, None,5/11/2000 to 5/10/2002,MR JESUS G SANTOS,"HORST SELIG INTERNATIONAL PLACEMENT, INC (FOR: HORST SELIG INT. TRDNG & PLC",5361769 / 4501638,"S-101& 104 JALANDONI BLDG SALAS STERMITA, MANILA", None
Expired,, to 10/30/1987,MR HORST SELIG,HORST SELIG INTERNATIONAL TRADING & PLACEMENT COMPANY LTD, 582420,2047 ROXAS BLVD EXEC SUITES 1212 ROXAS BLVD MLA,
Delisted, None,7/12/2007 to 7/11/2011,WINILITA L WAGAN,HORUS MANPOWER & RECRUITMENT RESOURCES INC (FORMERLY HORUS INTERNATIONAL RE,5264286,"R201&205 JEPCO BLG 2118 MH DEL PILAR ST.MALATE, MANILA", None
Delisted,WWW.HSPI.ORG,10/19/2005 to 10/19/2009,VICTOR ALCUAZ,HOSPITALITY STAFF PHILIPPINES INC,(632) 8864047 - 49,"SOUTH-SYQUIA APRTMENTS 2021 MH DEL PILAR STMALATE, MANILA",VICALCUAZ@HSPI.ORG
Delisted, None,3/19/1998 to 3/17/2000,CONRADO SM TIOLENGCO,HOTLINE INTERNATIONAL PROMOTION & MANPO- WER CORPORATION(FOR.MACOBEN RES.,8222929,415 GAGARIN ST MOONWALK SUBD PARA#AQUE M.M.PARA�AQUE, None
Delisted,,10/10/1988 to 10/10/1992,MR LADISLAO S DAVID,HOUSE OF DAVID INVESTMENT & MANAGEMENT CORPORATION, 574761,411 A.FLORES COR ALHAMBRA STS ERMITA MANILA,
Delisted,NA,9/8/2010 to 9/8/2014,ELIZABETH BOQUIREN,HOUSE OF SKILLED WORKERS INTL MANPOWER SERVICES CORP,632- 353-9108,"3F MORNING STAR BLDG 1600 PEDRO GIL COR BOCOBO MLAMALATE, MANILA",INFO@HOFSW.COM
Denied Renewal, None,8/29/2001 to 8/29/2003,MA DOLORES CAMILET-JOSOL,HOVER INTERNATIONAL LINK CORPORATION,2340372,"NO 8 AIRPORT ROAD SASADAVAO CITY, DAVAO DEL SUR", None
Delisted,, to ,MR HONRADO R LOPEZ,HR LOPEZ COMPANY INC ,,802-810 E.RODRIGUEZ SR BLVD QUEZON CITY,
Valid License,www.hrdemployment.com,7/8/2018 to 7/7/2022,NORA B. BRAGANZA,"HRD EMPLOYMENT CONSULTANT AND MULTI-SERVICES, INC.",5250280/ 5235455,"3/F, JEMARSON BLDG., 1618 P. HIDALGO LIM ST.MALATE, MANILA",hrd@hrdemployment.com / jobs@hrdemployment.com
Valid License,NA,12/8/2018 to 12/7/2022,RUBY D SALCEDO,HRHA MANPOWER INTERNATIONAL INC (FORMERLY DAR AL ROWAD MANPOWER SERVICES),256-7811,"G/F, LIFESTYLE BLG, 1928 LEON GUINTO STMALATE, MANILA",hrha_manpower@yahoo.com.ph
Valid License,www.hrselectinc.com,8/19/2015 to 8/18/2019,BARBY A PARAGAS,HRSELECT INC,6614317/ 0917-6631574 (mobile),"U2105-A WEST TOWER, PHIL STOCK EXCHANGE CTR , EXCHPASIG CITY",info@hrselectinc.com
Valid License,NONE,11/20/2018 to 11/20/2020,RAY ANGELO P. MERCADO,HUGEOUS INTERNATIONAL MANPOWER SERVICES,09065277768,"2200 JESUS STREET CORNER PALUMPONG STREETPANDACAN, MANILA",hugeous.intl@gmal.com
Valid License,www.hapi.com.ph,3/7/2016 to 3/6/2020,SUSAN S YALONG,HUMAN AGGREGATES PHILS. INC.,524-0290/ 353-1490/ 353-3807 / 09152414372,"RM1106 PEARL OF THE ORIENTTOWERS,1240 R.BLVD,MLA.ERMITA, MANILA",admin@hapi.com.ph/ om@hapi.com.ph
Delisted,,1/8/1988 to 1/8/1990,MS LANI L LOZADA,HUMAN RESOURCE MANAGEMENT & TRADE DEVELOPMENT CORP,,"920 PEDRO GIL STERMITA, MANILA",
Delisted, None,1/15/2013 to 1/15/2014,FELOMINA BELINDA B NAMBA,HUMAN RESOURCES OVERSEAS EMPLOYMENT AGENCY INC,(074)4424859,#8 BALACBAC ROAD STO TOMAS BAGUIO CITYN.S.,hroea@yahoo.com
Valid License,www.humania.com.ph,12/15/2018 to 12/14/2022,AGAPITA D SILAVA,"HUMANIA INTERNATIONAL, INC.",7144299/ 7144301/ 09153080246,"SUITES B-1,C,E (GF) AND S-F & H (2F), PTL BLDG, 81MALATE, MANILA",humania_02@yahoo.com
Suspended,NA,6/24/2013 to 6/23/2017,JOJI CHARMAINE ALMONARES,HUMANLEADERS RECRUITMENT & MANPOWER SERVICES,4031397/5565800,"S101B, GF, I-CARE BLG, LEGASPI COR DELA ROSA STSLEGASPI VILLAGE, MAKATI",info@humanleaders.com/ apply@humanleaders.com
Valid License, None,7/12/2017 to 7/11/2021,ROSALINDA C VELORIA,HUMANLINK INTERNATIONAL MANPOWER AGENCY,8451098,G/F 2053 EDISON ST BRGY SAN ISIDROMAKATI,info@humanlinkjobs.com
Cancelled, None,3/23/2008 to 3/22/2012,MARILYN N RAQUIDAN,HUMANLINK MANPOWER CONSULTANTS INC (FORMERLY MHY NEW RECRUITMENT INTL INC),9134745 / 9131919,"NO.52 3F-C 5TH AVE. MURPHYCUBAO, QUEZON CITY", None
Cancelled, None,5/23/2001 to 5/22/2003,MYRA J. COLOMA,HUMANLINK SERVICES AND PLACEMENT CORP (FOR. JE CAMOX GUIDE INTL PLCMT &,7146638,RM 207 CHUNICS BLDG 3368 R MAG SAYSAY BLVD STA MESMANILA, None
Delisted,, to 10/2/1987,MR ONOFRE B BANSON,HYDRO RESOURCES CONTRACTORS CORPORATION , 700661 /  700664,100 E.RODRIGUEZ JR AVENUE UGONG NORTE QC,
Delisted,,4/21/1996 to 4/20/1998,MS GENEVA R SANTOS,I G RESOURCES INT`L CORP (FOR  POT WORKERS SERVICES CORP ),5210402 / 5210265,SUITE 2 MIDLAND PLAZA M.ADRIATICO ERMITA,
Valid License, None,10/26/2015 to 10/25/2019,JANNITH NG GELAGA,I U P P INCORPORATED (INTER-UNIVERSE PLACEMENT PHILS),(032) 2326813/ 0915-2764439 (mobile),"RMS 3B&3J GEMINI BLG M.J. CUENCO AVECEBU CITY, CEBU",iuppcebu2014@gmail.com
Valid License, None,11/30/2015 to 11/29/2019,SHARLYN ANDREA U QUE,ICARIUS INTERNATIONAL PLACEMENT & PROMOTION AGENCY CORPORATION,(02) 4843753 / 09186000097,"UNIT 3, LEON GUINTO TOWNHOMES III, 2208 LEON GUINTMALATE, MANILA",icariusinternational@gmail.com
Cancelled, None,11/13/2002 to 11/13/2006,MS. AMELIA L. ESPARAGOSA,ICHIBAN UNI-VERSE INTERNATIONAL AGENCY,5348462/5343833/5334966,"02-H, L.CRUZ ST COR SHAW BLVDMANDALUYONG", None
Valid License,www.iconicphils.com,9/5/2017 to 9/5/2019,CELESTIN L. KO,ICONIC MANPOWER RESOURCES SOLUTIONS CORP.,7992411 / 09425754568,"UNIT 6, PACIFIC CORPORATE CENTER, 131 WEST AVENUEQUEZON CITY",iconic.abroad@gmail.com
Valid License,www.ics-ipac.com,2/15/2018 to 2/14/2022,JOSEPHINE O ALMANZOR,ICS INTERNATIONAL PLACEMENT & ASSISTANCE COMPANY INC,8921701 / 8178688 / 09177173578,U2501 CORPORATE CTR BLDG139 VALERO ST SALCEDO VILLMAKATI,info@ics-ipac.com
Delisted, None,2/14/2010 to 2/13/2014,PAOLO VICTOR  DEL ROSARIO,IDC MANPOWER SERVICES INC.,437-8858,"U18 3/F TOPYS PLACE BRGY BAGUMBAYAN QUEZON CITYLIBIS, QUEZON CITY", None
Valid License,www.idealmanpower.com,4/18/2015 to 4/17/2019,MA BULAKLAK G ORMASA,IDEAL PLACEMENT AND MANPOWER SERVICES INC (FORMERLY IDEAL PLACEMENT AND MAN,217-9857,"UNITS J & K, MOCA COMMERCIAL SQUARE, QUIRINO AVE CMALATE, MANILA",bulaklak@idealmanpower.com
Delisted,,3/2/2000 to 3/1/2002,MELECIO B BRAZA JR,IDEAS SERVICES AND DEVELOPMENT CO INC ,4334488 / 4351769,NO.12 KASINGKASING ST COR K-9TH ST KAMIAS QC,
Delisted,,3/8/1996 to 3/7/1998,MR LOLITO L MARASIGAN,IDG HUMAN RESOURCES INC. (FOR IDG TRADING & GEN. SERV. INC),5262626 / 5262624,UNIT 3-A MABINI PLAZA 1770 A.MABINI ST ERMITA,
Cancelled, None,9/26/2011 to 9/25/2015,DELIA I MADLANGBAYAN,IDM MANPOWER SERVICES,524-1319 tel/fax    985-6649,"RMS 406 & 407 L & S BLDG 1414 ROXAS BLVDERMITA, MANILA",idm_manpower@yahoo.com
Valid License, None,1/16/2017 to 1/15/2021,GENARO C BILLANES JR,IEMPLOY MANPOWER SERVICES INC,(02) 3564988/ 310-3029,"M1,M5,P1,P2,P9,P10,P20,P21,P22&P23, PADRE FAURA CTERMITA, MANILA",info.iemployrecruitment@gmail.com
Valid License, None,2/18/2016 to 2/17/2020,HAZEL ANNE E PALOMARIA,IEXCEL MANPOWER CORPORATION,9946096/ 09152769593,"S-5, 6, 16 & 19 (G/F) AND S-2, 3, 6, 8, 8B, 11 & 2ERMITA, MANILA",iexcel_manpowercorporation@yahoo.com.ph
Valid License, None,8/29/2018 to 8/29/2021,DANILO G BINALLA,IEXPLORE MANPOWER CORPORATION,,"249 ERMIN GARCIA STREETCUBAO, QUEZON CITY", None
Valid License,www.ikonlink.com,1/13/2017 to 1/12/2021,BERNICE GAMBOA BERENGUER,IKON SOLUTIONS ASIA INC,8403252,"8/F, ALGO CENTER, 162 L.P. LEVISTE ST.SALCEDO VILLAGE, MAKATI",contact@ikonlink.com.ph
Delisted,,6/19/1994 to 6/18/1996,MS IRMA LUBATON ARAULLO,ILA INTERNATIONAL SHIPPING & MARINE SVCS INC,5212545 / 5221165,5522-A BOYLE ST PALANAN MAKATI CITY,
Delisted,,6/26/1987 to 6/26/1988,MR JEREMIAS BENICO,ILIGAN BAY EXPRESS CORP ,,2/F TUSCAN BLDG HERRERA ST LEGASPI VILL MAKATI,
Valid License, None,6/7/2015 to 6/6/2019,LUCILLE IBALIO AQUINO,I-LINK SOLUTIONS MANPOWER AGENCY INCORPORATED (FORMERLY D S T INTERNATIONAL,531-5840/ 0949-9178885/ 0905-2675123(mobile),"L4 B1 DELPHI ST VISTA VERDE EXEC. VILLAGE RIZALCAINTA, RIZAL",ilinksolutions@rocketmail.com
Delisted,,8/30/1994 to 8/28/1996,MS JENNIFER E BAERTGAS,IMACS MAINTENANCE & CONSTRUCTION SERVICES INC, 951855 /  961455,UNIT 36-B EMBASSY TERRRACE HOMES T.SORA QC,
Valid License,NA,6/19/2016 to 6/18/2020,FLORAFE M. BANTAYAN,IMES GLOBAL INC,8533027 5564934,"U506 5F DIPLOMAT COND. ROXAS BLVD., COR RUSSELL STPASAY CITY",FMB@PIMES.COM.PH
Delisted,,9/10/1998 to 9/8/2000,JAMES J STRACHAN,IMMIGRATION AND ALLIED SERVICES INC ,8973854 / 8962719,UNIT C 2F RC BLDG 3280 ZAPOTE COR MONTOJO STS MKTI,
Valid License, None,8/25/2017 to 8/24/2021,LEOPOLDO M GANGOSO JR,"IMPERIAL SCANSHIP, INC.,(FOR:ASPA MANNING CO.,INC.)",3032621 TO 24,"SECTIONS B/C, 18/F, RAMON MAGSAYSAY CTR 1680 ROXASMALATE, MANILA", None
Valid License, None,9/18/2016 to 9/17/2020,ESTRELLA R. GONZALES,IMPERIAL VICTORY SHIPPING AGENCY INC,5674086 to 87 ,"S858A ERMITA CTR BLG #1350 ROXAS BLVDERMITA, MANILA",impvictory@pldtdsl.net
Valid License, None,1/29/2016 to 1/28/2020,CARMEN B REBUSI,"IMS PHILIPPINES MARITIME CORP. (FORMERLY POBAR MARINE SERVICES, INC.)",5229321/5264853/5248797,"S500-510A ERMITA CTR 1350 ROXAS BLVDERMITA, MANILA",ipmc@imsphil.com.ph
Valid License,WWW.INTERORIENT.COM,3/1/2017 to 2/28/2021,MR REYNALDO L RAMIREZ,INC NAVIGATION COMPANY PHILIPPINES INC (FORMERLY INC SHIPMANAGEMENT INC),7062190 to 95 / 09175136608,"17F RAFFLES BLG., EMERALD AVE., ORTIGAS CTR, PASIGORTIGAS, PASIG CITY",incmnlopsmng@interorient.com
Valid License,www.isdworld.com,2/3/2016 to 2/2/2020,EMILY D ESPIRIDON,INCORPORATED SERVICES DEVELOPMENT (BIHASA OVERSEAS PLACEMENT CORP),232-5663 / 5211996 / 8974428 (for makati branch),"UNITS 412,415,417 428 & 429, GEDISCO CENTRE,1564 AERMITA, MANILA",isdworld2017@gmail.com / admin@isd-world.com
Delisted,,2/15/1994 to 2/15/1996,MR ERNESTO DELA MERCED,INDUSTRIAL DEVELOPMENT CORPORATION OF THE PHILIPPINES, 501115 / 5212477,489 ALEGRIA ST. STA.MESA MANILA,
Cancelled,, to 8/24/1983,MR VICENTE G RAMOS,INDUSTRIAL INSPECTION (INTERNATIONAL) INC, 868056 /  888050,1171 PASONG TAMO ST MAKATI CITY,
Valid License,www.imi-manpower-inc.com,7/23/2016 to 7/22/2020,LUZVIMINDA L. KALAW,INDUSTRIAL MAINTENANCE INTERNATIONAL MANPOWER INC(FORMER ROBINSON WORLDWID),(02) 5268211,"2F EAGLE BLG, 2621A. AQUINO ST, SINGALONGMANILA",imimi@imimanpower.com
Cancelled,, to 9/13/1983,MR BENIGNO S MORALES,INDUSTRIAL MARINE & CATERING SERVICES INC, 507255,1108 QUIRINO AVE COR SINGALONG MALATE MANILA,
Valid License,www.ipams.com,4/12/2002 to 4/11/2024,MR ANGELITO C HERNANDEZ,INDUSTRIAL PERSONNEL & MANAGEMENT SERVICES INC (IPAMS),234-5640 / 234-5641 / 0917828778,IPAMS BLDG 723 AURORA BLVD NEW MLAQUEZON CITY,corporate@ipams.com / info@ipams.com
Delisted,geocities.com/itincp/index ,10/24/2002 to 10/23/2006,MR TEODORO A LABRADOR,INDUSTRIAL TECHNOLOGISTS INC,8890727/ 8890695,2224 PRES S OSME#A HIWAY COR BONI. BANGKAL MAKATI,itinc@iti.com.ph 
Delisted,NA,10/25/2006 to 10/25/2007,PRAXEDES YU TAN,INFINITE LINKAGES & DEVELOPMENT CORPORATION,,"1110 BENEVIDEZ STREETSTA. CRUZ, MANILA",NA
Valid License, None,6/1/2016 to 5/31/2020,MR RODOLFO Q DE GUZMAN,INFINITE MANNING SERVICES INC,9429488,"UNIT B (GF & 2F), 2296 LEON GUINTO STMALATE, MANILA",infinite.manning@gmail.com
Valid License,N/A,7/18/2016 to 1/11/2020,RHEA S PAGSIBIGAN,INFINITY INTERNATIONAL MANPOWER SERVICES INC,9273368 / 09985569634,"G/F  MIP BLG 28 GSIS AVE GSIS VILLPROJECT 8, QUEZON CITY",infprc@yahoo.com
Valid License,www.infotechagency.wix.com,3/3/2015 to 3/2/2019,ARNEL F. HIBO,"INFOTECH PROFESSIONAL SERVICES, INC.",3713181/ 9500618,"U- E, MRE ENTERPRISE,1157 QUEZON AVE, BGY STA CRUZQUEZON CITY",info_operations@yahoo.com
Valid License,N/A,1/16/2018 to 1/16/2020,RHODORA R YOSHITAKE,INFOWELL MANPOWER SERVICES,2534853,U503B 5F& 3F NO 403 NS AMORANTO AVE SPEAKER PEREZQUEZON CITY,hr@infowellmanpower.com
Cancelled,, to 7/6/1990,MS LUDIVINA A TORRES,INFRABUILDERS & MANPOWER DEVELOPMENT SERVICES,5217818,S-310 VALGOSONS REALTY BLDG 2151 P.TAMO MAKATI,
