status,website,license_validity,official_rep,name,telephone,address,email
Valid License,NA,2/27/2016 to 2/26/2020,FLORA P OCAMPO,MULTI-ORIENT MANPOWER & MANAGEMENT SERVICES INC.,8293629/ 8257956 to 59/ 09999942657/ 09328853058,"GROUND FLOOR (LW), RECRAA I BLDG, VITALEZ COMPOUNT&amp;nbspPARA�AQUE",momms.cv@gmail.com/ momms.japan@oriental.com.ph
Valid License,www.multi-resourcesdevelopmentcorp.com,11/21/2018 to 11/20/2022,JOSELITO L VARGAS,MULTI-RESOURCES DEVELOPMENT CORPORATION,6550037/ 4524771/ 09286111076/ 09153932204/,"NO. 14 UNITED STREET&amp;nbspKAPITOLYO, PASIG CITY",multi_japan@yahoo.com / japan_mrdc@yahoo.com
Delisted, None,9/2/2002 to 9/1/2006,MARILYN TEVES,MULTI-SKILLS PLACEMENT & TRAINING SERVICES INC. (For: ALL STAR INTERNATIONA,4276628/ 4276631,"UNIT 203 &amp; 204 FNE PLAZA COR REGALADO AVE&amp;nbspFAIRVIEW, QUEZON CITY", None
Delisted,, to 1/30/1984,MR FELIPE MANALASTAS,MULTRADE MARITIME SERVICES INC ,5217951 / 5218737,RM.603 ERMITA CTR BLDG ROXAS BLVD ERMITA MANILA&amp;nbsp,
Cancelled,NA,5/6/2012 to 5/5/2016,CLARISA P. MURAI,MURAKEN INTERNATIONAL MANPOWER SERVICES,5257391/5260697,"RMS 401A&amp;B AND 403, 4/F, VAREB MANSION, 1679 A. MA&amp;nbspMALATE, MANILA",muraken.intl@yahoo.com.ph
Delisted, None,3/16/2000 to 3/15/2002,LAURO C ATIENZA,MUSIQUEST INTL MARINE SERVICES CORP(FOR: ODESSEY INTL MAR SVCS CORP),7220471 / 7220476 OR 80,"STE 405 ANNAPOLIS TOWER, GREENHILLS&amp;nbspSAN JUAN", None
Inactive,, to ,MR ALEJANDRO F UNSON JR,MUVERS PLACEMENT CORPORATION ,,559-A JULIO NAKPIL ST MALATE METRO MANILA&amp;nbsp,
Cancelled, None,7/21/2002 to 7/20/2006,MONALIZA BELLA-LIM,M-VENTURES INTERNATIONAL PLACEMENT CORPORATION,5265327/ 3021605/3023854,"R1568 (M/F) GEDISCO CTR 1564 A MABINI&amp;nbspERMITA, MANILA", None
Valid License, None,2/10/2017 to 2/10/2019,MYRA V FUENTES,MVFPRO INTERNATIONAL MANPOWER SERVICES,398-3955,"45 TEHERAN STREET MULTINATIONAL VILLAGE&amp;nbspPARA�AQUE CITY, PARA�AQUE",mvfprointernational@gmail.com
Delisted,,8/26/1994 to 8/24/1996,ENGR MANUEL V MENDOZA,MVM MANAGEMENT SERVICES CO LTD ,8998096 / 8998097,3/F Z &amp; L BLDG 834 J.P.RIZAL COR E.ZOBEL MAKATI&amp;nbsp,
Cancelled,www.mvps-manpower.com ,11/21/2006 to 11/20/2010,MR. VICTOR SAN LUIS,MVPS MANPOWER SERVICES CO.,3033362 (telefax)/ 3033999/5253172,"R503 &amp; 504 GLC BLG TM KALAW COR A MABINI ST&amp;nbspERMITA, MANILA",mvpsagency@hotmail.com 
Forever Banned,, to 5/30/1985,MR MAURO V REYES,MVR INTERNATIONAL SERVICES ,,RM.404 4/F TRADE CTR BLDG 482 P.FAURA ST ERMITA&amp;nbsp,
Delisted, None,7/24/2014 to 7/24/2015,MARIA CIELO B REVILLA,MY ADVOCATE HUMAN RESOURCES INC,3135465,"R301,304,307 AP BLG 1563 F AGONCILLO COR PEDRO GIL&amp;nbspMALATE, MANILA",myadvocatehuman@yahoo.com.ph
Cancelled,www.myinternational2010.com,1/3/2012 to 1/2/2016,HEIDI D ASUNCION,MY INTERNATIONAL MANPOWER CORP.,(033)5092550,"DOOR # 2 , ILOILO ASIAN LUMBER &amp; HARDWARE INC BLG,&amp;nbspILOILO",myiloilo_2011@yahoo.com
Valid License, None,5/13/2016 to 5/13/2020,MAYRA D EPINO,MY K STAR INT`L MANPOWER SERVICES CO,527-0799/ 09478610524/ 09163927797,"RM 406, 4/F, L &amp; S BLDG, 1414 ROXAS BLVD&amp;nbspERMITA, MANILA",my_kstar@hotmail.com
Cancelled,NA,10/4/2006 to 10/4/2010,PRINCESS ANOSA MORALES,MYM INTERNATIONAL MANPOWER AGENCY INC,392-9467,"U-604C, 6F VICENTE MADRIGAL BLG, 6793 AYALA AVE&amp;nbspMAKATI",mym_makati@yahoo.com
Delisted,,12/4/2002 to 12/4/2003,MARINO Y REYES,MYR OVERSEAS MANAGEMENT CORP ,9314018 / 9314430,14G PARALUMAN HOMES DON ANTO NIO HTS HLY S`RIT QC&amp;nbsp,
Valid License,NA,5/16/2018 to 5/15/2022,JOSE S DI�O,MYRIAD HUMAN RESOURCE & SERVICES INC,(02) 5219070 / (02) 5219071/ 09175721884,"U- 31&amp;23 (GF), MIDLAND PLAZA COND, M. ADRIATICO ST&amp;nbspERMITA, MANILA",info@myriadphil.com
Cancelled, None,1/11/2017 to 1/10/2021,ANTONIO R. SORIANO,N R S PLACEMENT INC.,2547891 TO 93/ 0949-1782565,"R1562-A&amp;1574-A &amp;R202  GEDISCO CTR, 1564 A. MABINI&amp;nbspERMITA, MANILA",nrs2013_manila@yahoo.com
Cancelled, None,8/16/2010 to 8/15/2014,MR GILBERT C RIVERA,N.A.R. TRAINING CENTER AND MANAGEMENT SERVICES,5599427 to 28,"M-1565 (GF-3F), LUZ HENSON BLDG, 1555 A. MABINI ST&amp;nbspERMITA, MANILA",goodconcept.nar@gmail.com
Delisted,,3/25/1996 to 3/24/1998,MR ALEJANDRO C GODINO,N.C. GODINO PLACEMENT CORPORATION (FOR NATIVIDAD C GODINO PLCMT),5259033 / 3632190,SUITE 1 MIDLAND PLAZA HOTEL M.ADRIATICO ERMITA&amp;nbsp,
Valid License, None,12/7/2015 to 12/6/2019,NELY R PASTORES,N` QUEEN OVERSEAS EMPLOYMENT CORPORATION (FOR N`QUEEN OVERSEAS EMPLOYMENT),807-0869/865-1571/666-0019/0916-4976744,"GROUND FLOOR, 3827A BERMEO STREET&amp;nbspPALANAN, MAKATI",nqueenoverseas_2000@yahoo.com
Valid License,www.naess.com.ph,2/16/2016 to 2/15/2020,PEDRO MIGUEL F OCA,NAESS SHIPPING PHILIPPINES INC,5211592 to 95/ 5213361/5222455,"G/F AND 2/F, NAESS HOUSE 2215 L.GUINTO ST MALATE M&amp;nbspMALATE, MANILA",mail@naess.com.ph
Cancelled, None,4/11/2012 to 4/11/2016,MS MELBA B SCHWARTZ,NAHED INTERNATIONAL MANPOWER SERVICES,5232168 (TELEFAX),UNIT 206-208 1986 TAFT OFFICE CTR COND TAFT AVENUE&amp;nbspPASAY CITY,nimsinternational@yahoo.com
Valid License, None,2/19/2016 to 2/18/2020,DAISY MAY A. PASCUAL,NAIMI MANPOWER SERVICES CORPORATION (FORMERLY NAIMI MANPOWER SERVICES),353-6438 (TELEFAX),"SUITE 602, BEL-AIR BLDG, 1020 ROXAS BLVD&amp;nbspERMITA, MANILA",naimimanpowerservicescorp@yahoo.com.ph
Cancelled,NA,4/21/2010 to 4/20/2014,ASHLEY A. BANGCOLA,NAJ-OMNAH INTERNATIONAL MANPOWER SERVICES INC,5266122,"U301 PIERRE&amp;PAUL BLG 505 A MABINI  COR FLORES ST&amp;nbspERMITA, MANILA",NA
Valid License,,2/3/2000 to 2/3/2050,,NAME-HIRE ,,NO ADDRESS &amp;nbsp,
Valid License,,2/3/2000 to 2/3/2050,,NAME-HIRE ,,NO ADDRESS &amp;nbsp,
Valid License, None,10/28/2018 to 10/27/2022,MANUELA S TINIO,NAMIKO INTERNATIONAL AGENCY INC (FOR BASIC INTL ENT),4217602,"97 NEW YORK ST. COR.OXFORD ST&amp;nbspCUBAO, QUEZON CITY",namikointernationalagency@yahoo.com
Cancelled,NA,1/6/2009 to 1/6/2013,NA,NANHAYA INTERNATIONAL RECRUITMENT INC,5566921/5566920,"U-A&amp;B,GF,P&amp;L II BLG, 5598 OSME�A HWAY COR ARELLANO&amp;nbspPALANAN, MAKATI",nanhaya@yahoo.com
Valid License,www.nanseiteikoku.info,2/4/2016 to 2/4/2020,MARK ANTHONY GOH,NANSEI TEIKOKU GLOBAL PLACEMENT SERVICES INC,243-1868/ 09175012189 (mobile),"G/F, #47 DAPITAN STREET, BRGY SAN RAFAEL&amp;nbspPASAY CITY",nansei.teikoku@gmail.com
Inactive,, to ,LT COL MACARIO C TIU SR,NAOKIYA PHILIPPINES CORPORATION , 774096 /  774097,SUITE 302 EZ CRUZ BLDG 537 SHAW BLVD MAND&amp;nbsp,
Valid License,NA,5/28/2016 to 5/27/2020,NAPOLEON M. MEDINA,NAPTRON INTERNATIONAL PLACEMENT AGENCY,8463472/ 0916-5925978,"2/F #38 ALABANG-ZAPOTE RD ZAPOTE LAS PINAS CITY&amp;nbspZAPOTE, LAS PI�AS",naptronagency@gmail.com
Cancelled, None,7/11/2004 to 7/10/2008,MR LEONARDO M CANDAVA,"NARCAN SHIPPING & PLACEMENT AGENCY, INC.",5218066 / 5235189,"1137 J.NAKPIL ST&amp;nbspMALATE, MANILA", None
Cancelled,, to 6/29/1985,MR LEONARDO GUERRERO,NAREMCO CONSTRUCTION CORPORATION ,8314425,2440 PALM COURT COR HARRISON PASAY METRO MANILA&amp;nbsp,
Cancelled, www.nationmanpowercorp.com,6/29/2008 to 6/28/2012,JOSEPHINE C. AUSTRIA,NATION MANPOWER CORPORATION,6329524/6329814,U305 3F AIC GOLD TOWER EMERALD AVE COR SAPPHIRE&amp;nbspPASIG CITY,nationmanpower@pldtdsl.net 
Delisted,, to 2/19/1988,MR ANTONIO HENSON,NATIONAL CHEMICAL CARRIERS INC ,8109801 / 8109806,17TH FLR PRODUCERS BANK BLDG P.DE ROXAS MAKATI&amp;nbsp,
Delisted,,1/1/1950 to 7/18/1985,MR PANFILO W CASTRO JR,NATIONAL GALLEON SHIPPING CORPORATION ,4736310,"KNIGHTS OF RIZAL BLDG BONIFACIO DRIVE&amp;nbspPORT AREA, MANILA",
Delisted,,8/12/1986 to 8/12/1988,MR JOVINO G LORENZO JR,NATIONAL MARINE CORPORATION , 492131 /  497041,TACOMA &amp; 2ND STS PORT AREA MANILA&amp;nbsp,
Delisted,,6/22/1990 to 6/24/1991,MR LUIS G PADILLA,NATIONAL MARITIME FOUNDATION INC ,5012610 / 5012690,"SUITE 502 DO#A FELISA SYJUCO BLDG TAFT AVE&amp;nbspMALATE, MANILA",
Expired,,3/14/1990 to 2/20/1996,MR FELIPE A JUDAN,NATIONAL SHIPPING CORPORATION OF THE PHILIPPINES,4736310 / 4736420,KNIGHTS OF RIZAL BLDG B`FACIO DRIVE PORT AREA MLA&amp;nbsp,
Valid License,www.natunascean.com,10/26/2015 to 10/25/2019,ENGR CELIA L DALDE,NATUNA SCEAN MANPOWER CORPORATION,5258695 / 5250415,B3P2 L2&amp;L3 YOUNG ST MERITVILLE SUBD PULANGLUPA&amp;nbspLAS PI�AS,natunascean@yahoo.com / natunascean2@yahoo.com
Cancelled,, to 5/6/1984,MS ESTRELLA PEREZ,NAUTICA SHIPPING AGENCY & MANAGEMENT COMPANY INC, 506601 /  506602,1445 SAN MARCELINO ST ERMITA METRO MANILA&amp;nbsp,
Delisted,,9/25/1995 to 9/25/1997,CAPT SEGUNDO S NAVA,NAVA NAVIGATION INC. ,4009570 / 3632860,RM.216 2/F FEMII BLDG ADUANA ST INTRAMUROS MANILA&amp;nbsp,
Valid License,www.navia.ph,10/28/2016 to 10/27/2020,MARLON R RONO,NAVIA CREWING SERVICES INC (FORMERLY MEC GLOBAL SHIP MGT AND MANNING CORP),526-9785/ 526-8888 LOC 9485 ,"7/F (PORTION), MAGSAYSAY BLDG, 520 T.M. KALAW STRE&amp;nbspERMITA, MANILA",crewing@navia.ph / management@navia.ph
Delisted,,9/5/1988 to 9/5/1990,CAPT EDWIN CURAYAG,NAVIGATION PHILIPPINES CREWING & MANNING INC,9214343,*STE 216 2/F MERCHANT CENTER P.FAURA ERMITA MLA&amp;nbsp,
Valid License,www.nordic-maritime.no,8/7/2018 to 8/6/2022,ORPHA C ARENDAIN,NAVIS MARITIME SERVICES INC,5252161/ 09175417584/ 09399133196,"4/F NAESS HOUSE 2215 LEON GUINTO ST&amp;nbspMALATE, MANILA",info@navis.ph
Delisted,,7/25/1996 to 7/24/1998,CAPT VIRGILIO A PATOC,NAVSTAR MARINE CONSULTANT SERVICES COMPANY,5267980,6/F PCIBANK BLDG TM KALAW ST ERMITA MANILA&amp;nbsp,
Valid License,www.nawras.com.ph,4/23/2016 to 4/22/2020,ANTONINA P. ABURAYYAN,NAWRAS MANPOWER SERVICES INC (FORMERLY NAWRAS MANPOWER SERVICES),3035001 to 09 / 0917201666 / 09178931630,"2/F, 1769 A. MABINI STREET&amp;nbspMALATE, MANILA",applications@nawras.com.ph
Delisted,,7/19/1984 to 10/9/1994,MS NORMA A BUCLATIN,NB SHIPMANAGEMENT CORPORATION ,5214533,*RM.545 PHIL INT`L CONVENTION CTR ROXAS BLVD MLA&amp;nbsp,
Cancelled,, to 6/1/1984,MS NORMA BUCLATIN,NB SHIPMANAGEMENT CORPORATION ,5214533,*RM.545 PHIL INT`L CONVENTION CTR ROXAS BLVD MLA&amp;nbsp,
Delisted,,10/7/2011 to 10/6/2015,MR DENCIO B DULDULAO,ND SHIPPING AGENCY & ALLIED SERVICES INC ,5634369 to 70,"2/F 1404 SAN GREGORIO ST.  PACO, MANILA&amp;nbsp",
Delisted,, to 3/29/1986,MR DANIEL L LACSON,NENACO MARITIME SERVICES INC ,8184007 /  864921,NEGROS NAVIGATION BLDG 849 PASAY RD MAKATI CITY&amp;nbsp,
Valid License,www.neostarinternational.com,1/15/2016 to 1/14/2020,KRISTOFFER J EVANGELISTA,NEOSTAR INTERNATIONAL MANPOWER SERVICES,(02) 3107843/ 09060588209/ 09153208714,"UNIT 2, ARQUIZA TRADE CENTER, ARQUIZA COR M H DEL &amp;nbspERMITA, MANILA",neostarimt2@yahoo.com.ph
Delisted, None,1/29/2004 to 7/29/2004,ENGR. ROGELIO B. MANTOS,"NEPCO PERSONNEL, INC.",2251006-07/ 2250157,"2F, ASIC BLDG. 369 BONIFACIO ST. &amp;nbspDAVAO CITY, DAVAO DEL SUR", None
Delisted,,1/16/1994 to 1/15/1996,MR EDUARDO R ANTONIO,NEPLUM INC ,   2444,112 GALANG WONG BLDG 1143 MC ARTHUR HWAY ANGELES&amp;nbsp,
Cancelled,, to 5/22/1986,MS MA ALEGRIA J NERY,NERBROS PLACEMENT AGENCY ,,3/F NERY BLDG QUIRINO AVE PARA#AQUE M.M.&amp;nbsp,
Valid License,www.netship.com.ph,2/14/2016 to 2/13/2020,ROSALIA T. CABALLERO,NET SHIP MANAGEMENT INC (FORMERLY ONBOARD MARINE EXPO),8043592 / 5516072 / 8467394 / 8467399 /09178629184,"GF &amp;2F, SCANDIC PALACE, 4291 EMILIA STREET&amp;nbspPALANAN, MAKATI",netship@netship-ph.com/netship@nsmiph.com
Valid License,WWW.NETWORK.COM.PH,4/1/2016 to 3/31/2020,SENTA MAE D FLORES,NETWORK MANAGEMENT RESOURCES CORPORATION,(02) 2448917/ 2448922/ 3137145/ 09475547727,"SEC A (G/F) AND SEC A (M/F), GMG BLG, 1144-1154 PR&amp;nbspPACO, MANILA",networkmanagement.manila@gmail.com
Valid License,www.nevikahri.com.ph,10/17/2018 to 10/16/2022,BERGIDA G. NEVAL,"NEVIKA HUMAN RESOURCE INTERNATIONALE, INC.",7283334/ 9541019/ 0916-7871194 (mobile),"5151 B&amp;D (3F-RW) FILMORE STREET&amp;nbspPALANAN, MAKATI",nevikahri@yahoo.com.ph
Valid License,N/A,5/29/2015 to 5/28/2019,RUFO D.C. DIMAANO,NEW ERA PLACEMENT AGENCY CO.,4213897 / 4390451 / 09194575848,"UNIT 2, LAS AZOTEAS #78 9TH AVE CUBAO&amp;nbspQUEZON CITY",newera_agency@yahoo.com
Cancelled, None,12/10/1999 to 12/10/2001, ,NEW FILIPINO MANPOWER DEVELOPMENT & SERVICES INC,4103177/ 4103178,1256 BATANGAS ST SAN ISIDRO MAKATI CITY&amp;nbsp, None
Valid License, None,5/11/2018 to 5/10/2022,CESAR B OMNES,NEW FILIPINO MARITIME AGENCIES INC,8673032/63/66/8673608/10,"2/F &amp; 6/F (RIGHT WING), KALAYAAN BLDG. DELA ROSA C&amp;nbspLEGASPI VILLAGE, MAKATI",cmd.inbox@newfil.com.ph / actg@newfil.com.ph
Delisted,,1/16/1997 to 1/15/1999,MS ESTHER TUMAGAN,NEW HORIZONS MARITIME SHIPPING INC ,,204-A ERMITA CENTER BLDG 1350 ROXAS BLVD ERMITA&amp;nbsp,
Valid License,NA,10/7/2010 to 10/6/2012,ROLANDO S. NARCISO,NEW KANLAON CONSTRUCTION INC,632-6365200/6385281,"305 PRESTIGE TWR F ORTIGAS JR RD PASIG CITY&amp;nbspORTIGAS, PASIG CITY",NA
Valid License,N/A,7/27/2016 to 7/26/2020,MARIETTA PELEGRINO,NEW LIFE OPPORTUNITIES PLACEMENT AGENCY INC,4777760/ 09328556109,"U4(G/F) &amp; BMENT 1 LPL GRNHILLS COND #17 EISENHOWER&amp;nbspGREENHILLS, SAN JUAN",newlifeopp.canada@gmail.com
Cancelled,www.newmarcship.com,11/20/2009 to 6/19/2013,MR MARIO S BRAZA,NEW MARC SHIP MANAGEMENT INC.,7082732,"RM. 215, 2ND FLOOR, BPI BLDG, PLAZA CERVANTES&amp;nbspBINONDO, MANILA",newmarcship.com
Delisted,,12/23/1998 to 12/21/2000,MA PELAGIA P CHIN,NEW MILLENIUM HUMAN RESOURCES CORP. ,5232670 / 5210811,"U-B&amp;C BMC BLDG I 2387 SOUTH SUPERHIWAY, MANILA&amp;nbsp",
Cancelled,, to 4/16/1985,MR EDUARDO DEE,NEW SAMPAGUITA BUILDERS CONSTRUCTION INC , 793390 /  785991,ELCO BLDG 202 E.RODRIGUEZ SR AVE QUEZON CITY&amp;nbsp,
Cancelled,, to 10/29/1985,MR TY G TOR,NEWTOWN BUILDERS & DEVELOPMENT CORPORATION, 861728,MARGARITA BLDG JP RIZAL CORNER CARDONA ST MAKATI M&amp;nbsp,
Valid License, None,11/28/2018 to 11/27/2022,CAPT JOSE REMO L LIBRODO,NEXT WAVE MARITIME MANAGEMENT INC,8280333,"5/F,EMI BLG, 1181 LEVERIZA ST COR PRES QUIRINO AVE&amp;nbspMALATE, MANILA",mla@mtmsm.com
Delisted,NA,8/6/2009 to 8/6/2010,EMMANUEL M. LU,NEXUS INTERNATIONAL MANPOWER & MANAGEMENT SERVICES,NA,3/F ROSEWOOD BLDG 240 10TH AVE COR M H DEL PILAR&amp;nbspCALOOCAN CITY,NA
Valid License,www.nfd.com.ph,7/19/2015 to 7/18/2019,CYNTHIA E. SANCHEZ,NFD INTERNATIONAL MANNING AGENTS INC,632-0096 / 09176583056 / 09778062200,"16TH FLOOR, OCTAGON CENTRE, SAN MIGUEL AVE, ORTIGA&amp;nbspPASIG CITY",christine.manaois@nfd.com.ph/nfd@nfd.com.ph
Valid License,www.nfr.com.ph,7/4/2016 to 7/4/2020,JESSAMIE C ANGKAY,NFR NEW FRONTIER RESOURCES INC,7122977/ 09989550513,"RM 3, G/F, MERCHANTS BLDG, 509 PADRE FAURA AND ARQ&amp;nbspERMITA, MANILA",newfrontierresourcesinc@gmail.com
Cancelled,, to 2/25/1984,MR PETRONILO GAITOS,NGV INC ,,102 GAFORM BLDG BUENDIA AVE PASAY METRO MANILA&amp;nbsp,
Valid License,NA,2/1/2019 to 1/31/2023,MR DANILO S NAVARRO,NHRFI HUMAN RESOURCES INTERNATIONAL INC (FORMERLY SUNACE INTERNATIONAL MANA,8993918 / 8993907 / 09178111657,"2/F (RIGHT WING), RIZAL TOWER, 4474 SINGIAN STREET&amp;nbspMAKATI",nhrfi_2014@yahoo.com / danabaya@yahoo.com
Cancelled,, to 4/8/1983,MR EDUARDO MALANGAPO,NIAGARA INTERNATIONAL CONSTRUCTION CORPORATION,8273896,8124 NIAGARA BLDG T.SANTOS AVE SAN DIONISIO PQUE M&amp;nbsp,
Valid License, None,9/13/2017 to 9/13/2019,EPHRAIM S ALCAZAREN,NIHON KOKUSAI RECRUITMENT AGENCY CO,,2F KALLISTA BLDG B 1 L 4 BF DRIVE BF RESORT VILL&amp;nbspLAS PI�AS,butch@nihonkokusai.com
Cancelled,, to 1/31/1985,MR LUCIANO P ONG,NIJI MANPOWER SERVICES , 774282,GUEVENT BLDG 49 LIBERTAD ST MANDALUYONG M.M.&amp;nbsp,
Valid License,http://npmsi.com.ph,9/18/2018 to 9/17/2020,RONALDO C GUICO,NIKKERU PLANT MAINTENANCE SOLUTION INC,(043) 741-5891 / (043) 980-7084,"NO. 446 LIBJO CENTRAL&amp;nbspBATANGAS CITY, BATANGAS",npmsolution@gmail.com
Delisted, None,8/21/2002 to 8/20/2004,MR ERNESTO H CABUGAO,NIPHIL MARITIME SERVICES INCORPORATED,8190873,RM.203-B FEDMAN BLDG 199-201 SALCEDO LEGASPI MKTI&amp;nbsp, None
Valid License, None,9/27/2015 to 9/26/2019,ANNA MAY B RAHMAD,NIR PLACEMENT CENTER INC (PHILIPPINE PLACEMENT CENTER INC),9210568 / 09981723150 / 09173981440,"GF AND 2F, 34 B &amp; D, COLUMBIA ST, BRGY E. RODRIGUE&amp;nbspCUBAO, QUEZON CITY",nir.placementcenter@gmail.com
Valid License,noahglobalmaritime.com,9/3/2015 to 9/2/2019,CAPT LEONARDO B SAULOG,"NOAH GLOBAL MARITIME, INC.",8872013/ 8871256/ 09088813084,"2F &amp; 5C, 93 SAYOC BLG.,   93 SEN. GIL PUYAT&amp;nbspMAKATI",noahglobal@yahoo.com
Delisted,HTTP://WWW.NOBELSHIP.COM,9/29/2001 to 9/28/2003,NINO B GUERRERO,"NOBEL SHIP SERVICES, INC.",9115026 TO 29,"NO. 18 12TH AVE MURPHY&amp;nbspCUBAO, QUEZON CITY",CREWING@NOBELSHIP.COM/ADMIN@NOBELSHIP.COM
Delisted,, to 7/26/1984,MR RICARDO V ZARAGOSA,NOMINO SHIPPING AGENCY INC , 571385 /  598746,1447 SAN MARCELINO ST ERMITA METRO MANILA&amp;nbsp,
Valid License,www.nonstopoverseas.com,3/2/2019 to 3/1/2023,JOVITO SERMONIA JR,NON-STOP OVERSEAS EMPLOYMENT CORP,4009441 / 09173416727,"1712 A.MABINI COR. C.ALONZO STS&amp;nbspMALATE, MANILA",nonstop.overseas@yahoo.com.ph
Valid License,www.noorinternationalpersonnel.com,5/13/2015 to 5/12/2019,CECILE TANWANGCO,"NOOR INTERNATIONAL PERSONNEL SERVICES, INC.",5251947 / 5166105,"UNIT A, CARATLAND BLDG, 1941 TAFT AVENUE&amp;nbspPASAY CITY",gm@noorintl.com
Valid License,N/A,3/30/2015 to 3/30/2019,RICARDO V LOYOLA,NOR-ARTIC MANPOWER MANAGEMENT INC,(02) 567-3405 / 09062687399,"UNIT 2348-A, NAKAR STREET&amp;nbspSAN ANDRES, MANILA",norarticmanpower@gmail.com
Valid License,www.norbulkpacific.com,8/1/2018 to 7/31/2022,ATTY  GREGORIO F ORTEGA,NORBULK PACIFIC MARITIME INC,3283471/3283474/ 3283472/73,"UNITS 801-816 &amp; 8A, 8/F,DE LEON CTR,1151 M.H. DEL &amp;nbspERMITA, MANILA",mail@norbulkpacific.com
Valid License,www.norlencrew.com,2/24/2017 to 2/23/2021,CAPT FERDINAND YAP TAPIA,NORLEN CREW MANAGEMENT INC (FORMERLY EXCEL MARITIME AGENCIES INC),5512302/5512309/ 5516678,"UNITS 904, 905 &amp; 906, 9F, SCANDIC PLACE COND, 4291&amp;nbspPALANAN, MAKATI",captfytapia@norlencrew.net
Expired,,3/28/2001 to 3/28/2005,ARLEEN V. ASUNCION,NOR-PHIL OCEAN SHIPPING INC ,,HARBOR CTR II RAILROAD ST PORT AREA MANILA&amp;nbsp,
Valid License,www.norsemancompany.com,9/4/2016 to 9/3/2020,,NORSEMAN COMPANY INC,525-1423 / 525-1440,"RM 311 3F, S&amp;L BLDG, 1500 ROXAS BLVD.&amp;nbspERMITA, MANILA",crew@norsemancompany.com
Valid License,www.norteam.com.ph,3/5/2016 to 3/4/2020,MR JULITO B QUIBAN JR,"NORTEAM SHIPPING SERVICES, INC. FOR. HOMAN SHPNG. SVCS. PHILS. INC.",8999445/ 09989609870/ 09178145646,"RMS 201 &amp; 204 ITC BLDG, 337 GIL PUYAT AVENUE&amp;nbspMAKATI",norteam.main@norteam.com.ph
Valid License,http://www.vcrew.com/philippines,2/24/2018 to 2/23/2022,KATHRYN SALVADOR AGUIRRE,NORTH SEA MARINE SERVICES CORP,8589888,"GF,6F,8F&amp;9F, ASEANA 2 BLG, BRADCO AVE, ASEANA CITY&amp;nbspPARA�AQUE",MNLTMGRNSMSC@vships.com
Delisted,,8/23/1990 to 8/23/1992,CAPT BENJAMIN G MONTERDE,NORTH STAR MARITIME MANNING AGENCY INC , 592645,1918 LEON GUINTO ST MALATE MANILA&amp;nbsp,
Delisted,, to 1/23/1988,MR JESUS MARTINEZ,NORTHERN LINES INC , 409571,FEMII BLDG ADUANA STREET INTRAMUROS MANILA&amp;nbsp,
Cancelled,,2/1/2012 to 1/31/2016,MS CAROLINE R ROGGE,NORTHWEST PLACEMENT INC ,5242984 / 5239962,CAROLINE BLDG 415 PLAZA NSTRA DE GUIA ERMITA MLA&amp;nbsp,nwest@skyinet.net
Delisted,,5/25/1994 to 8/25/1995,MS CLARITA T VENTAYEN,NORTHWESTERN INTERNATIONAL PLACEMENT AND PERSONNEL SERVICES, 500322,2026 QUIRINO AVE. PANDACAN MANILA&amp;nbsp,
Delisted,,8/7/1991 to 8/7/1993,MR ELMER F BABIERA,NORWULFF PHILIPPINE LINES INC ,5218655 / 5216057,***S-25 &amp; 26 MIDLAND PLAZA HTL M.ADRIATICO ERMITA&amp;nbsp,
Cancelled,www.notredameshipping.com.ph,7/9/2011 to 7/8/2015,REBECCA B BERNALES,NOTRE DAME OILFIELDS MARITIME SERVICES INC (FORMERLY JEU INTERNATIONAL SHIP,556-2438/5550789/8469142/5562814,"G/F &amp; 2/F, NOTRE DAME BLDG, 2217-2221 F.B. HARRISO&amp;nbspPASAY CITY",rbbernales@notredameshipping.com.ph
Valid License, None,3/17/2015 to 3/16/2019,JEAN P. NACINO,NOUPA AL ZAABI MANPOWER SERVICES,995-3213/ 524-3146,"U- 502, 506 &amp; 507 (5F) &amp; U-706 (7/F), METROVIEW RE&amp;nbspMALATE, MANILA",jeannacino@ymail.com
Cancelled,NA,10/20/2010 to 10/20/2014,KATRINA M. GAGUI,NOUVEAU RICHE INTERNATIONAL RECRUITMENT SERVICES,3105416 (TELEFAX),"S 605 &amp; 609, A.P. BLDG, 1563 F. AGONCILLO STREET&amp;nbspERMITA, MANILA",NA
Inactive,,6/7/1990 to 7/4/2000,CAPT OLIMPIO G AMPO JR,NOVA INTERNATIONAL SHIPPING INC ,5219567 / 5219568,SUITE 602 L &amp; S BLDG 1515 ROXAS BLVD&amp;nbspMANILA,
Forever Banned,, to 10/15/1985,MR ARTURO L ALIGAEN,NOVAL INTERNATIONAL SERVICES ,,25-A FLORAMA BLDG BAUTISTA COR EMILIA ST MAKATI MM&amp;nbsp,
Valid License,www.novationresources.com,7/25/2015 to 7/24/2019,JOANNA T ANUDDIN,NOVATION RESOURCES PHIL.INC.,3722288,"U203 PACIFIC CORPORATE CTR. 131 WEST AVE,QC&amp;nbspQUEZON CITY, QUEZON CITY",info@novationresources.com
